板块,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
主板,居然之家新零售集团股份有限公司,"EASYHOME NEW RETAIL GROUP CO., LTD",湖北省武汉市武昌区中南路9号,000785,居然之家,1997-07-11,"6,529,036,899","2,750,879,619",,,,0,0,华中,湖北,武汉市,L 商务服务,www.juran.com.cn
主板,北新集团建材股份有限公司,BEIJING NEW BUILDING MATERIALS PUBLIC LIMITED COMPANY,北京市海淀区复兴路17号国海广场2号楼15层,000786,北新建材,1997-06-06,"1,689,507,842","1,632,450,635",,,,0,0,华北,北京,北京市,C 制造业,www.bnbm.com.cn
主板,北大医药股份有限公司,"PKU HealthCare Corp., Ltd.",重庆市北碚区水土镇方正大道21号,000788,北大医药,1997-06-16,"595,987,425","595,987,425",,,,0,0,西南,重庆,重庆市,C 制造业,www.pku-hc.com
主板,江西万年青水泥股份有限公司,"JIANGXI WANNIANQING CEMENT CO.,LTD",江西省上饶市,000789,万年青,1997-09-23,"797,402,585","797,383,678",,,,0,0,华东,江西,上饶市,C 制造业,www.wnq.com.cn
主板,成都华神科技集团股份有限公司,"Chengdu huasun technology group Inc., Ltd",四川省成都高新区（西区）蜀新大道1168号2栋1楼101号,000790,华神科技,1998-03-27,"628,573,564","618,969,164",,,,0,0,西南,四川,成都市,C 制造业,www.huasungrp.com
主板,甘肃电投能源发展股份有限公司,GEPIC Energy Development Co.， Ltd.,中国甘肃省兰州市城关区北滨河东路69号甘肃投资集团大厦,000791,甘肃能源,1997-10-14,"1,600,540,535","1,359,550,430",,,,0,0,西北,甘肃,兰州市,D 水电煤气,www.gepiced.com
主板,青海盐湖工业股份有限公司,"Qinghai Salt Lake Industry Co., Ltd.",青海省格尔木市黄河路28号,000792,盐湖股份,1997-09-04,"5,432,876,672","5,432,812,852",,,,0,0,西北,青海,海西蒙古族藏族自治州,C 制造业,www.qhyhgf.com
主板,华闻传媒投资集团股份有限公司,Huawen Media Group,海南省海口市美兰区国兴大道15A号全球贸易之窗28楼,000793,华闻集团,1997-07-29,"1,997,245,457","1,961,008,615",,,,0,0,华南,海南,海口市,R 文化传播,www.000793.com
主板,英洛华科技股份有限公司,"INNUOVO TECHNOLOGY CO.,LTD.",浙江省金华市东阳市横店镇工业大道196号1号楼,000795,英洛华,1997-08-08,"1,133,684,103","1,133,684,103",,,,0,0,华东,浙江,金华市,C 制造业,www.innuovo.com
主板,凯撒同盛发展股份有限公司,"CAISSA  TOSUN  DEVELOPMENT  CO.,LTD.",海南省三亚市天涯区三亚湾路国际客运港区国际养生度假中心酒店B座(2#楼)6楼603室,000796,ST凯撒,1997-07-03,"803,000,258","802,638,171",,,,0,0,华南,海南,三亚市,L 商务服务,www.caissatosun.com.cn
主板,中国武夷实业股份有限公司,"CHINA WUYI CO.,LTD",福建省福州市鼓楼区温泉街道五四路89号置地广场4层01店面,000797,中国武夷,1997-07-15,"1,570,754,217","1,570,164,510",,,,0,0,华东,福建,福州市,K 房地产,www.chinawuyi.com.cn
主板,中水集团远洋股份有限公司,"CNFC OVERSEAS FISHERIES CO.,LTD",北京市西城区西单民丰胡同31号中水大厦6层,000798,中水渔业,1998-02-12,"365,858,712","365,826,212",,,,0,0,华北,北京,北京市,A 农林牧渔,www.cofc.com.cn
主板,酒鬼酒股份有限公司,"JIUGUI LIQUOR CO., LTD.",湖南省吉首市峒河街道振武营村,000799,酒鬼酒,1997-07-18,"324,928,980","324,892,980",,,,0,0,华中,湖南,湘西土家族苗族自治州,C 制造业,www.jiuguijiu000799.com
主板,一汽解放集团股份有限公司,"FAW Jiefang Group Co., Ltd",吉林省长春市汽车开发区东风大街2259号,000800,一汽解放,1997-06-18,"4,651,965,655","1,424,501,750",,,,0,0,东北,吉林,长春市,C 制造业,www.fawjiefang.com.cn
主板,四川九洲电器股份有限公司,"SICHUAN JIUZHOU ELECTRONIC CO., LTD",四川省绵阳市科创园区九洲大道259号,000801,四川九洲,1998-05-06,"1,022,806,646","1,022,806,646",,,,0,0,西南,四川,绵阳市,C 制造业,www.jiuzhoutech.com.cn
主板,北京京西文化旅游股份有限公司,"BEIJING JINGXI CULTURE&TOURISM CO.,LTD",北京市门头沟区水闸北路21号12幢,000802,北京文化,1998-01-08,"715,900,255","715,465,255",,,,0,0,华北,北京,北京市,R 文化传播,bjwhmedia.com
主板,山高环能集团股份有限公司,SHANDONG HIGH SPEED RENEWABLE ENERGY GROUP LIMITED,四川省南充市顺庆区潆华南路一段9号仁和春天花园8号楼12层4号,000803,山高环能,1998-03-03,"351,994,105","284,490,420",,,,0,0,西南,四川,南充市,N 公共环保,www.000803.cn
主板,北海银河生物产业投资股份有限公司,"Galaxy Biomedical Investment Co.,Ltd.",广西壮族自治区北海市西藏路银河软件科技园专家创业区1号,000806,*ST银河,1998-04-16,"1,099,911,762","841,404,718",,,,0,0,华南,广西,北海市,C 制造业,www.g-biomed.com
主板,云南铝业股份有限公司,"YUNNAN ALUMINIUM CO.,LTD",云南省昆明市呈贡区七甸街道,000807,云铝股份,1998-04-08,"3,467,957,405","3,431,669,911",,,,0,0,西南,云南,昆明市,C 制造业,ylgf.chinalco.com.cn
主板,铁岭新城投资控股(集团)股份有限公司,Tieling Newcity Investment Holding (Group) Limited,辽宁省铁岭市凡河新区金沙江路12号,000809,ST新城,1998-06-16,"824,791,293","824,791,293",,,,0,0,东北,辽宁,铁岭市,N 公共环保,www.tielingnewcity.com.cn
主板,创维数字股份有限公司,"SKYWORTH DIGITAL CO.,LTD.",四川省遂宁市经济技术开发区西宁片区台商工业园内,000810,创维数字,1998-06-02,"1,150,216,072","1,117,537,310",,,,0,0,西南,四川,遂宁市,C 制造业,www.skyworthdigital.com
主板,冰轮环境技术股份有限公司,"Moon  Environment  Technology  Co.,Ltd.",山东省烟台市芝罘区冰轮路1号,000811,冰轮环境,1998-05-28,"745,837,804","745,822,631",,,,0,0,华东,山东,烟台市,C 制造业,www.moon-tech.com
主板,陕西金叶科教集团股份有限公司,"SHAANXI JINYE SCIENCE TECHNOLOGY AND EDUCATION GROUP CO.,LTD",陕西省西安市高新区锦业路1号都市之门B座19层,000812,陕西金叶,1998-06-23,"768,692,614","768,270,683",,,,0,0,西北,陕西,西安市,C 制造业,www.jinyegroup.cn
主板,德展大健康股份有限公司,Dezhan Healthcare Company Limited,新疆维吾尔自治区新疆乌鲁木齐市天山区金银路53号金融大厦1611室,000813,德展健康,1998-05-19,"2,226,394,464","2,217,532,072",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.dezhanhealthcare.com
主板,中冶美利云产业投资股份有限公司,"MCC MEILI CLOUD COMPUTING INDUSTRY INVESTMENT CO., LTD",宁夏回族自治区中卫市城区柔远镇,000815,美利云,1998-06-09,"695,263,035","695,263,035",,,,0,0,西北,宁夏,银川市,C 制造业,www.China-meili.com
主板,江苏农华智慧农业科技股份有限公司,"JIANGSU NONGHUA  INTELLIGENT  AGRICULTURE  TECHNOLOGY  CO.,LTD.",江苏省盐城经济技术开发区希望大道南路58号,000816,智慧农业,1997-08-18,"1,442,224,318","1,352,620,572",,,,0,0,华东,江苏,盐城市,C 制造业,www.jd.dongyin.com
主板,航锦科技股份有限公司,"HANGJIN TECHNOLOGY CO., LTD.",辽宁省葫芦岛市连山区化工街1号,000818,航锦科技,1997-10-17,"679,156,000","677,367,400",,,,0,0,东北,辽宁,葫芦岛市,C 制造业,www.hangjintechnology.com
主板,岳阳兴长石化股份有限公司,YUEYANG XINGCHANG PETRO-CHEMICAL CO.，LTD.,湖南省岳阳市云溪区,000819,岳阳兴长,1997-06-25,"306,325,255","299,150,255",,,,0,0,华中,湖南,岳阳市,C 制造业,www.yyxc0819.com
主板,神雾节能股份有限公司,"Shenwu Energy Saving Co., Ltd.",江西省南昌市望城新区璜溪大道19号十一楼1188室,000820,神雾节能,1998-06-30,"637,245,222","287,656,920",,,,0,0,华东,江西,南昌市,C 制造业,www.njswes.com.cn
主板,湖北京山轻工机械股份有限公司,"J.S. Corrugating Machinery Co., Ltd.",湖北省荆门市京山市开发区(镇)湖北省京山市经济开发区轻机工业园,000821,京山轻机,1998-06-26,"622,874,778","585,164,098",,,,0,0,华中,湖北,荆门市,C 制造业,www.jsmachine.com.cn
主板,山东海化股份有限公司,"SHANDONG HAIHUA CO.,LTD",山东省潍坊滨海经济开发区,000822,山东海化,1998-07-03,"895,091,926","895,091,926",,,,0,0,华东,山东,潍坊市,C 制造业,www.chinahaihua.com
主板,广东汕头超声电子股份有限公司,"GUANGDONG GOWORLD CO., LTD",广东省汕头市龙湖区龙江路12号,000823,超声电子,1997-10-08,"536,989,242","536,943,754",,,,0,0,华南,广东,汕头市,C 制造业,www.gd-goworld.com
主板,山西太钢不锈钢股份有限公司,SHANXI TAIGANG STAINLESS STEEL CO.LTD,山西省太原市尖草坪区尖草坪街2号,000825,太钢不锈,1998-10-21,"5,731,717,796","5,696,176,066",,,,0,0,华北,山西,太原市,C 制造业,tgbx.tisco.com.cn
主板,启迪环境科技发展股份有限公司,"TUS ENVIRONMENTAL SCIENCE AND TECHNOLOGY DEVELOPMENT Co., LTD.",湖北省宜昌市西陵区绿萝路77号,000826,启迪环境,1998-02-25,"1,430,578,784","1,430,398,495",,,,0,0,华中,湖北,宜昌市,N 公共环保,www.tus-est.com
主板,东莞发展控股股份有限公司,"DONGGUAN DEVELOPMENT (HOLDINGS) CO., LTD",广东省东莞市南城区科技工业园科技路39号,000828,东莞控股,1997-06-17,"1,039,516,992","1,039,515,642",,,,0,0,华南,广东,东莞市,G 运输仓储,www.dgholdings.cn
主板,天音通信控股股份有限公司,"Telling  Telecommunication  Holding  Co.,Ltd.",江西省赣州市赣州经济技术开发区迎宾大道60号,000829,天音控股,1997-12-02,"1,025,100,438","1,024,129,669",,,,0,0,华东,江西,赣州市,F 批发零售,www.chinatelling.com
主板,鲁西化工集团股份有限公司,"Luxi  Chemical Group Co.,Ltd.",山东省聊城市高新技术产业开发区鲁西化工总部驻地,000830,鲁西化工,1998-08-07,"1,919,676,011","1,464,383,718",,,,0,0,华东,山东,聊城市,C 制造业,www.luxichemical.com
主板,中国稀土集团资源科技股份有限公司,"CHINA RARE EARTH RESOURCES AND TECHNOLOGY CO., LTD.",江西省赣州市章贡区章江南大道18号豪德银座A栋15层,000831,中国稀土,1998-09-11,"980,888,981","980,888,981",,,,0,0,华东,江西,赣州市,C 制造业,www.cmreltd.com
主板,广西粤桂广业控股股份有限公司,"Guangxi Yuegui Guangye Holdings Co., Ltd.",广西壮族自治区贵港市幸福路100号,000833,粤桂股份,1998-11-11,"668,401,851","378,085,022",,,,0,0,华南,广西,贵港市,S 综合,www.yuegui.cn
主板,天津富通信息科技股份有限公司,"Tianjin Futong Information Science & Technology Co.,Ltd.",天津市滨海高新区华苑产业区榕苑路10号,000836,富通信息,1997-09-29,"1,208,455,224","1,208,455,224",,,,0,0,华北,天津,天津市,C 制造业,www.000836.net
主板,秦川机床工具集团股份公司,"Qinchuan Machine Tool & Tool Group Share Co., Ltd",陕西省宝鸡市姜谭路22号,000837,秦川机床,1998-09-28,"899,370,910","693,283,160",,,,0,0,西北,陕西,宝鸡市,C 制造业,www.qinchuan.com
主板,财信地产发展集团股份有限公司,"CASIN Real Estate Development Group Co.,Ltd.",重庆市江北区红黄路1号1幢24楼,000838,财信发展,1997-06-26,"1,100,462,170","1,053,765,855",,,,0,0,西南,重庆,重庆市,K 房地产,www.casindev.com
主板,中信国安信息产业股份有限公司,"CITIC GUOAN INFORMATION INDUSTRY CO., LTD",北京市海淀区宝盛南路1号院11号楼三层101-01室,000839,ST国安,1997-10-31,"3,919,826,352","3,919,597,254",,,,0,0,华北,北京,北京市,I 信息技术,www.citicguoaninfo.com
主板,承德露露股份公司,"CHENGDE LOLO CO.,LTD",河北省承德市高新技术产业开发区（西区8号）,000848,承德露露,1997-11-13,"1,076,419,000","1,076,392,497",,,,0,0,华北,河北,承德市,C 制造业,www.lolo.com.cn
主板,安徽华茂纺织股份有限公司,"ANHUI HUAMAO TEXTILE CO.,LTD",安徽省安庆市纺织南路80号,000850,华茂股份,1998-10-07,"943,665,009","943,377,912",,,,0,0,华东,安徽,安庆市,C 制造业,www.chinahuamao.net
主板,大唐高鸿网络股份有限公司,"Gohigh Networks Co.,Ltd",贵州省贵安新区贵安综合保税区电商科创园B栋6楼610-210号,000851,高鸿股份,1998-06-09,"1,157,860,020","1,131,742,547",,,,0,0,西南,贵州,贵阳市,F 批发零售,www.gohigh.com.cn
主板,中石化石油机械股份有限公司,Sinopec  Oilfield  Equipment  Corporation,湖北省武汉市东湖新技术开发区庙山小区华工园一路5号,000852,石化机械,1998-11-26,"941,003,689","903,419,680",,,,0,0,华中,湖北,武汉市,C 制造业,sofe.sinopec.com
主板,唐山冀东装备工程股份有限公司,"TANGSHAN JIDONG EQUIPMENT ENGINEERING CO., LTD.",河北省唐山曹妃甸区装备制造产业园区,000856,冀东装备,1998-08-13,"227,000,000","227,000,000",,,,0,0,华北,河北,唐山市,C 制造业,www.jdzbgc.com
主板,宜宾五粮液股份有限公司,"WULIANGYE YIBIN CO.,LTD.",四川省宜宾市翠屏区岷江西路150号,000858,五 粮 液,1998-04-27,"3,881,608,005","3,881,525,906",,,,0,0,西南,四川,宜宾市,C 制造业,www.wuliangye.com.cn
主板,安徽国风新材料股份有限公司,"Anhui Guofeng New Materials Co., Ltd.",安徽省合肥市高新区铭传路1000号,000859,国风新材,1998-11-19,"895,976,271","895,847,771",,,,0,0,华东,安徽,合肥市,C 制造业,www.guofeng.com
主板,北京顺鑫农业股份有限公司,"BEIJING SHUNXIN AGRICULTURE CO.,LTD",北京市顺义区站前街1号院1号楼顺鑫国际商务中心12层,000860,顺鑫农业,1998-11-04,"741,766,989","741,766,989",,,,0,0,华北,北京,北京市,C 制造业,www.000860.com
主板,广东海印集团股份有限公司,"GUANGDONG HIGHSUN GROUP CO.,LTD.",广东省广州市越秀区东华南路98号海印中心21-32层,000861,海印股份,1998-10-28,"2,509,244,757","2,386,797,394",,,,0,0,华南,广东,广州市,L 商务服务,www.000861.com
主板,宁夏银星能源股份有限公司,"Ning Xia Yin Xing Energy Co.,Ltd.",宁夏回族自治区银川市西夏区六盘山西路166号,000862,银星能源,1998-09-15,"706,118,997","501,352,890",,,,0,0,西北,宁夏,银川市,D 水电煤气,yxny.chinalco.com.cn
主板,三湘印象股份有限公司,"SANXIANG IMPRESSION CO.,LTD",上海市杨浦区逸仙路333号501室,000863,三湘印象,1997-09-25,"1,204,370,460","1,187,286,318",,,,0,0,华东,上海,上海市,K 房地产,www.sxgf.com
主板,安徽安凯汽车股份有限公司,"ANHUI ANKAI AUTOMOBILE CO.,LTD.",安徽省合肥市包河区葛淝路1号,000868,安凯客车,1997-07-25,"733,329,168","733,329,168",,,,0,0,华东,安徽,合肥市,C 制造业,www.ankai.com
主板,烟台张裕葡萄酿酒股份有限公司,YANTAI CHANGYU PIONEER WINE COMPANY LIMITED,山东省烟台市大马路56号,000869,张  裕Ａ,2000-10-26,"453,460,800","453,460,800",200869,张  裕Ｂ,1997-09-23,"232,003,200","231,899,850",华东,山东,烟台市,C 制造业,www.changyu.com.cn
主板,吉林电力股份有限公司,"JILIN ELECTRIC POWER CO.,LTD.",吉林省长春市人民大街9699号,000875,吉电股份,2002-09-26,"2,790,208,174","2,445,602,467",,,,0,0,东北,吉林,长春市,D 水电煤气,www.spicjl.com
主板,新希望六和股份有限公司,"New Hope Liuhe Co., Ltd.",四川省绵阳市国家高新技术产业开发区,000876,新 希 望,1998-03-11,"4,538,320,386","4,502,212,057",,,,0,0,西南,四川,绵阳市,C 制造业,www.newhopeagri.com
主板,新疆天山水泥股份有限公司,"XINJIANG TIANSHAN CEMENT CO.,LTD",新疆维吾尔自治区乌鲁木齐市达坂城区白杨沟村,000877,天山股份,1999-01-07,"8,663,422,814","1,653,518,947",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.sinoma-tianshan.cn
主板,云南铜业股份有限公司,"YUNNAN COPPER CO.,LTD.",云南省昆明市国家高新技术产业开发区M2-3,000878,云南铜业,1998-06-02,"2,003,628,310","1,699,641,716",,,,0,0,西南,云南,昆明市,C 制造业,ynty.chinalco.com.cn
主板,潍柴重机股份有限公司,"Weichai Heavy Machinery Co., Ltd.",山东省潍坊滨海经济技术开发区富海大街17号,000880,潍柴重机,1998-04-02,"331,320,600","162,162,000",,,,0,0,华东,山东,潍坊市,C 制造业,www.weichaihm.com
主板,中广核核技术发展股份有限公司,"CGN Nuclear Technology Development Co., Ltd.",辽宁省大连市西岗区黄河路219号外经贸大厦,000881,中广核技,1998-09-02,"945,425,815","775,994,673",,,,0,0,东北,辽宁,大连市,C 制造业,www.cgnnt.com.cn
主板,北京华联商厦股份有限公司,"BEIJING HUALIAN DEPARTMENT STORE CO.,LTD",北京市通州区永乐经济技术开发区永开路1号,000882,华联股份,1998-06-16,"2,737,351,947","2,737,348,016",,,,0,0,华北,北京,北京市,L 商务服务,www.bhgmall.com.cn
主板,湖北能源集团股份有限公司,"Hubei Energy Group Co.,Ltd",湖北省武汉市武昌区徐东大街96号,000883,湖北能源,1998-05-19,"6,568,972,986","6,505,593,910",,,,0,0,华中,湖北,武汉市,D 水电煤气,www.hbny.com.cn
主板,城发环境股份有限公司,"City Development Environment CO.,Ltd.",河南省郑州市农业路41号投资大厦16层,000885,城发环境,1999-03-19,"642,078,255","642,078,255",,,,0,0,华中,河南,郑州市,G 运输仓储,www.hncde.cn
主板,海南高速公路股份有限公司,"HAINAN EXPRESSWAY CO., LTD",海南省海口市蓝天路16号高速公路大楼,000886,海南高速,1998-01-23,"988,828,300","975,502,198",,,,0,0,华南,海南,海口市,K 房地产,www.hi-expressway.com
主板,安徽中鼎密封件股份有限公司,"ANHUI ZHONGDING SEALING PARTS CO.,LTD",安徽省宣城市宁国市宁国经济技术开发区中鼎工业园,000887,中鼎股份,1998-12-03,"1,316,489,747","1,313,897,324",,,,0,0,华东,安徽,宣城市,C 制造业,www.zhongdinggroup.com
主板,峨眉山旅游股份有限公司,"EMEI SHAN TOURISM CO.,LTD",四川省乐山市峨眉山市名山南路639号,000888,峨眉山Ａ,1997-10-21,"526,913,102","526,913,102",,,,0,0,西南,四川,乐山市,N 公共环保,www.emslg.com
主板,中嘉博创信息技术股份有限公司,"ZJBC Information Technology Co.,Ltd",河北省秦皇岛市海港区河北大街中段146号26层,000889,ST中嘉,1997-12-18,"936,291,116","869,849,676",,,,0,0,华北,河北,秦皇岛市,I 信息技术,www.zjbctech.com
主板,江苏法尔胜股份有限公司,"JIANGSU FASTEN CO.,LTD",江苏省江阴市澄江中路165号,000890,法尔胜,1999-01-19,"419,503,968","419,491,046",,,,0,0,华东,江苏,无锡市,C 制造业,www.chinafasten.cn
主板,欢瑞世纪联合股份有限公司,H&R CENTURY UNION CORPORATION,重庆市涪陵区人民东路50号,000892,欢瑞世纪,1999-01-15,"980,980,473","710,836,454",,,,0,0,西南,重庆,重庆市,R 文化传播,www.huanruisj.com
主板,亚钾国际投资（广州）股份有限公司,"Asia―Potash International Investment (Guangzhou) Co., Ltd.",广东省广州市南沙区万顷沙镇红安路3号,000893,亚钾国际,1998-12-24,"929,138,953","809,833,840",,,,0,0,华南,广东,广州市,C 制造业,www.asia-potash.com
主板,河南双汇投资发展股份有限公司,"HENAN SHUANGHUI INVESTMENT & DEVELOPMENT CO.,LTD",河南省漯河市双汇路1号,000895,双汇发展,1998-12-10,"3,464,661,213","3,464,320,572",,,,0,0,华中,河南,漯河市,C 制造业,www.shuanghui.net
主板,天津津滨发展股份有限公司,"TIANJIN JINBIN DEVELOPMENT CO., LTD",天津市天津开发区明园路2号B2别墅5号,000897,津滨发展,1999-04-22,"1,617,272,234","1,617,244,634",,,,0,0,华北,天津,天津市,K 房地产,www.jbdc.com.cn
主板,鞍钢股份有限公司,"ANGANG STEEL CO.,LTD",辽宁省鞍山市铁西区鞍钢厂区,000898,鞍钢股份,1997-12-25,"7,989,439,520","7,941,661,342",,,,0,0,东北,辽宁,鞍山市,C 制造业,www.ansteel.com.cn
主板,江西赣能股份有限公司,"JIANGXI GANNENG CO.,LTD",江西省南昌市高新技术开发区火炬大街199号,000899,赣能股份,1997-11-26,"975,677,760","975,677,760",,,,0,0,华东,江西,南昌市,D 水电煤气,www.000899.com
主板,现代投资股份有限公司,"XIANDAI INVESTMENT CO., LTD",湖南省长沙市天心区芙蓉南路二段128号现代广场,000900,现代投资,1999-01-28,"1,517,828,334","1,517,760,834",,,,0,0,华中,湖南,长沙市,G 运输仓储,www.xdtz.net
主板,航天科技控股集团股份有限公司,"AEROSPACE HI-TECH HOLDING GROUP CO., LTD.",黑龙江省哈尔滨市平房区哈平西路45号,000901,航天科技,1999-04-01,"798,201,406","798,193,381",,,,0,0,东北,黑龙江,哈尔滨市,C 制造业,www.as-hitech.com
主板,新洋丰农业科技股份有限公司,"Xinyangfeng Agricultural Technology Co., Ltd.",湖北省荆门市月亮湖北路附7号,000902,新洋丰,1999-04-08,"1,304,529,290","1,185,441,746",,,,0,0,华中,湖北,荆门市,C 制造业,www.yonfer.com
主板,昆明云内动力股份有限公司,"KUNMING YUNNEI POWER CO., LTD.",云南省自由贸易试验区昆明片区经开区经景路66号,000903,云内动力,1999-04-15,"1,970,800,857","1,920,261,648",,,,0,0,西南,云南,昆明市,C 制造业,www.yunneidongli.com
主板,厦门港务发展股份有限公司,"XIAMEN PORT DEVELOPMENT CO., LTD.",福建省厦门市湖里区东港北路31号港务大厦20楼、21楼,000905,厦门港务,1999-04-29,"741,809,597","741,808,097",,,,0,0,华东,福建,厦门市,G 运输仓储,www.xmgw.com.cn
主板,浙商中拓集团股份有限公司,"ZHESHANG Development Group Co.,LTD.",浙江省杭州市萧山经济技术开发区启迪路198号A-B102-1184室,000906,浙商中拓,1999-07-07,"688,232,979","678,940,915",,,,0,0,华东,浙江,杭州市,F 批发零售,www.zmd.com.cn
主板,湖南景峰医药股份有限公司,"Hunan Jingfeng Pharmaceutical Co.,Ltd.",湖南省常德经济技术开发区樟木桥街道双岗社区桃林路661号(双创大厦1703室),000908,景峰医药,1999-02-03,"879,774,351","788,907,887",,,,0,0,华中,湖南,常德市,C 制造业,www.jfyiyao.com
主板,数源科技股份有限公司,"SOYEA TECHNOLOGY CO., LTD",浙江省杭州市西湖区教工路1号,000909,数源科技,1999-05-07,"453,828,600","387,423,864",,,,0,0,华东,浙江,杭州市,K 房地产,www.soyea.com.cn
主板,大亚圣象家居股份有限公司,"Dare Power Dekor Home Co.,Ltd.",江苏省丹阳市经济开发区齐梁路99号,000910,大亚圣象,1999-06-30,"547,397,500","547,126,000",,,,0,0,华东,江苏,镇江市,C 制造业,www.dareglobal.com.cn
主板,南宁糖业股份有限公司,"NANNING SUGAR INDUSTRY CO.,LTD",广西壮族自治区南宁市青秀区厢竹大道30号,000911,南宁糖业,1999-05-27,"400,319,818","324,080,937",,,,0,0,华南,广西,南宁市,C 制造业,www.nnsugar.com
主板,四川泸天化股份有限公司,"SICHUAN LUTIANHUA CO.,LTD",四川省泸州市纳溪区李子林路38号,000912,泸天化,1999-06-03,"1,568,000,000","1,568,000,000",,,,0,0,西南,四川,成都市,C 制造业,www.sclth.com
主板,浙江钱江摩托股份有限公司,"ZHEJIANG QIANJIANG MOTORCYCLE CO.,LTD.",浙江省温岭市经济开发区,000913,钱江摩托,1999-05-14,"468,931,000","453,534,800",,,,0,0,华东,浙江,台州市,C 制造业,www.qjmotor.com
主板,山东华特达因健康股份有限公司,"SHANDONG WIT DYNE HEALTH CO.,LTD",山东省沂南县县城振兴路6号,000915,华特达因,1999-06-09,"234,331,485","234,207,235",,,,0,0,华东,山东,临沂市,C 制造业,www.sd-wit.com
主板,湖南电广传媒股份有限公司,"HUNAN TV&BROADCAST INTERMEDIARY CO., LTD.",湖南省长沙市浏阳河大桥东,000917,电广传媒,1999-03-25,"1,417,556,338","1,417,253,582",,,,0,0,华中,湖南,长沙市,I 信息技术,www.tik.com.cn
主板,嘉凯城集团股份有限公司,"China Calxon Group Co., Ltd.",浙江省杭州市惠民路56号1号楼318室,000918,嘉凯城,1999-07-20,"1,804,191,500","1,804,191,500",,,,0,0,华东,浙江,杭州市,K 房地产,www.calxon-group.com
主板,金陵药业股份有限公司,"JINLING PHARMACEUTICAL CO.,LTD",江苏省南京市南京经济技术开发区新港大道58号,000919,金陵药业,1999-11-18,"511,136,000","503,395,357",,,,0,0,华东,江苏,南京市,C 制造业,www.jlyy1999.com
主板,沃顿科技股份有限公司,"Vontron Technology Co., Ltd.",贵州省贵阳市贵阳国家高新技术产业开发区黎阳大道1518号,000920,沃顿科技,1999-06-16,"472,621,118","421,977,500",,,,0,0,西南,贵州,贵阳市,C 制造业,www.vontron.com
主板,海信家电集团股份有限公司,"HISENSE HOME APPLIANCES GROUP CO.,LTD.",广东省佛山市顺德区容桂街道容港路8号,000921,海信家电,1999-07-13,"903,135,562","902,832,292",,,,0,0,华南,广东,佛山市,C 制造业,hxjd.hisense.cn
主板,哈尔滨电气集团佳木斯电机股份有限公司,"Harbin Electric Corporation Jiamusi Electric Machine CO.,Ltd",黑龙江省佳木斯市前进区长安路247号,000922,佳电股份,1999-06-18,"596,540,053","585,073,503",,,,0,0,东北,黑龙江,佳木斯市,C 制造业,www.jemlc.com
主板,河钢资源股份有限公司,"HBIS Resources Co., Ltd.",河北省张家口市宣化区东升路21号,000923,河钢资源,1999-07-14,"652,728,961","627,893,854",,,,0,0,华北,河北,张家口市,B 采矿业,www.hbiszy.com
主板,浙江众合科技股份有限公司,"UniTTEC Co., Ltd.",浙江省杭州市滨江区江汉路1785号双城国际4号楼17层,000925,众合科技,1999-06-11,"561,004,262","548,344,667",,,,0,0,华东,浙江,杭州市,C 制造业,www.unittec.com
主板,湖北福星科技股份有限公司,"HUBEI FUXING SCIENCE AND TECHNOLOGY CO.,LTD",湖北省汉川市沉湖镇福星街1号,000926,福星股份,1999-06-18,"949,322,474","935,036,861",,,,0,0,华中,湖北,孝感市,K 房地产,www.chinafxkj.com
主板,中国铁路物资股份有限公司,China Railway Materials Company Limited,天津市南开区长江道与南开三马路交口融汇广场2-1-4101,000927,中国铁物,1999-07-27,"6,050,353,641","4,460,449,597",,,,0,0,华北,天津,天津市,F 批发零售,twgf.crmsc.com.cn
主板,中钢国际工程技术股份有限公司,"Sinosteel Engineering & Technology Co., Ltd.",吉林省吉林市昌邑区江湾路2号10楼1002、1003,000928,中钢国际,1999-03-12,"1,281,063,062","1,281,039,662",,,,0,0,东北,吉林,吉林市,E 建筑业,mecc.sinosteel.com
主板,兰州黄河企业股份有限公司,"LANZHOU HUANGHE ENTERPRISE CO., LTD.",甘肃省兰州市七里河区郑家庄108号,000929,兰州黄河,1999-06-23,"185,766,000","185,754,223",,,,0,0,西北,甘肃,兰州市,C 制造业,www.yellowriver.net.cn
主板,中粮生物科技股份有限公司,"COFCO BIOTECHNOLOGY CO., LTD.",安徽省蚌埠市中粮大道1号,000930,中粮科技,1999-07-12,"1,865,273,596","1,856,038,185",,,,0,0,华东,安徽,蚌埠市,C 制造业,www.cofcotech.com
主板,北京中关村科技发展(控股)股份有限公司,"BEIJING CENTERGATE TECHNOLOGIES (HOLDING) CO., LTD",北京市海淀区中关村南大街32号,000931,中 关 村,1999-07-12,"753,126,982","746,191,982",,,,0,0,华北,北京,北京市,C 制造业,www.centek.com.cn
主板,湖南华菱钢铁股份有限公司,"HUNAN VALIN STEEL CO.,LTD",湖南省长沙市天心区湘府西路222号华菱园主楼,000932,华菱钢铁,1999-08-03,"6,908,632,499","5,718,008,567",,,,0,0,华中,湖南,长沙市,C 制造业,www.valin.cn
