A股代码,B股代码,证券简称,扩位证券简称,公司英文全称,上市日期
601882,-,海天精工,海天精工,"Ningbo Haitian Precision Machinery Co., Ltd.",20161107
601886,-,江河集团,江河集团,"Jangho Group Co.,Ltd",20110818
601888,-,中国中免,中国中免,China Tourism Group Duty Free Corporation Limited,20091015
601890,-,亚星锚链,亚星锚链,"Asian Star Anchor Chain Co.,Ltd.Jiangsu",20101228
601898,-,中煤能源,中煤能源,China Coal Energy Company Limited,20080201
601899,-,紫金矿业,紫金矿业,Zijin Mining Group Company Limited,20080425
601900,-,南方传媒,南方传媒,"SOUTHERN PUBLISHING AND MEDIA CO.,LTD",20160215
601901,-,方正证券,方正证券,"Founder Securities Co.,Ltd.",20110810
601908,-,京运通,京运通,"Beijing Jingyuntong Technology Co., Ltd.",20110908
601916,-,浙商银行,浙商银行,"China Zheshang Bank Co.,Ltd.",20191126
601918,-,新集能源,新集能源,"China Coal Xinji Energy Co.,Ltd",20071219
601919,-,中远海控,中远海控,"COSCO SHIPPING Holdings Co.,Ltd.",20070626
601921,-,浙版传媒,浙版传媒,"Zhejiang Publishing & Media Co., Ltd.",20210723
601928,-,凤凰传媒,凤凰传媒,Jiangsu Phoenix Publishing&Media Corporation Limited,20111130
601929,-,吉视传媒,吉视传媒,"Jishi Media Co., Ltd.",20120223
601933,-,永辉超市,永辉超市,"Yonghui Superstores Co., Ltd.",20101215
601939,-,建设银行,建设银行,China Construction Bank Corporation,20070925
601949,-,中国出版,中国出版,"CHINA PUBLISHING&MEDIA HOLDINGS CO.,LTD",20170821
601952,-,苏垦农发,苏垦农发,"Jiangsu Provincial Agricultural Reclamation and Development Co.,Ltd.",20170515
601956,-,东贝集团,东贝集团,"Hubei Donper Electromechanical Group Co., Ltd.",20201225
601958,-,金钼股份,金钼股份,"Jinduicheng Molybdenum Co.,Ltd.",20080417
601963,-,重庆银行,重庆银行,"Bank of Chongqing Co., Ltd.",20210205
601965,-,中国汽研,中国汽研,"China Automotive Engineering Research Institute Co., Ltd",20120611
601966,-,玲珑轮胎,玲珑轮胎,"Shandong Linglong Tyre Co.,Ltd.",20160706
601968,-,宝钢包装,宝钢包装,"Shanghai Baosteel Packaging Co.,Ltd.",20150611
601969,-,海南矿业,海南矿业,"Hainan Mining Co., Ltd",20141209
601975,-,招商南油,招商南油,Nanjing Tanker Corporation,20190108
601985,-,中国核电,中国核电,"China National Nuclear Power Co., Ltd",20150610
601988,-,中国银行,中国银行,Bank of China Limited,20060705
601989,-,中国重工,中国重工,China Shipbuilding Industry Company Limited,20091216
601990,-,南京证券,南京证券,"Nanjing Securities Co.,Ltd.",20180613
601991,-,大唐发电,大唐发电,"Datang International Power Generation Co.,Ltd.",20061220
601992,-,金隅集团,金隅集团,BBMG Corporation,20110301
601995,-,中金公司,中金公司,China International Capital Corporation Limited,20201102
601996,-,丰林集团,丰林集团,"Guangxi Fenglin Wood Industry Group Co., Ltd",20110929
601997,-,贵阳银行,贵阳银行,"Bank of Guiyang Co.,Ltd.",20160816
601998,-,中信银行,中信银行,China Citic Bank Corporation Limited,20070427
601999,-,出版传媒,出版传媒,Northern United Publishing & Media (Group) Company Limited,20071221
603000,-,人民网,人民网,"People.cn CO.,LTD",20120427
603001,-,奥康国际,奥康国际,"Zhejiang Aokang Shoes Co.,Ltd.",20120426
603002,-,宏昌电子,宏昌电子,Epoxy Base Electronic Material Corporation Limited,20120518
603003,-,龙宇股份,龙宇股份,"SHANGHAI LONYER DATA CO.,LTD.",20120817
603005,-,晶方科技,晶方科技,"China Wafer Level Csp Co.,Ltd",20140210
603006,-,联明股份,联明股份,"Shanghai Lianming Machinery Co., Ltd.",20140630
603007,-,ST花王,ST花王,Flower King Eco-Engineering Inc.,20160826
603008,-,喜临门,喜临门,"Xilinmen Furniture Co., Ltd",20120717
603009,-,北特科技,北特科技,"Shanghai Beite Technology Co.,Ltd.",20140718
603010,-,万盛股份,万盛股份,"Zhejiang Wansheng Co.,Ltd",20141010
603011,-,合锻智能,合锻智能,"Hefei Metalforming Intelligent Manufacturing Co., Ltd.",20141107
603012,-,创力集团,创力集团,"Shanghai Chuangli Group Co.,Ltd.",20150320
603013,-,亚普股份,亚普股份,"Yapp Automotive Systems Co.,Ltd.",20180509
603015,-,弘讯科技,弘讯科技,"Ningbo Techmation Co., Ltd.",20150303
603016,-,新宏泰,新宏泰,"Wuxi New Hongtai Electrical Technology Co.,Ltd",20160701
603017,-,中衡设计,中衡设计,"ARTS Group Co.,Ltd",20141231
603018,-,华设集团,华设集团,"China Design Group Co.,Ltd.",20141013
603019,-,中科曙光,中科曙光,"Dawning Information Industry Co.,Ltd",20141106
603020,-,爱普股份,爱普股份,"Apple Flavor & Fragrance Group Co., Ltd.",20150325
603021,-,山东华鹏,山东华鹏,"Shandong Huapeng Glass Co.,Ltd.",20150423
603022,-,新通联,新通联,"SHANGHAI XINTONGLIAN PACKING CO.,LTD",20150518
603023,-,威帝股份,威帝股份,Harbin Viti Electronics Corp.,20150527
603025,-,大豪科技,大豪科技,"Beijing Dahao Technology Corp.,Ltd",20150422
603026,-,胜华新材,胜华新材,"SHINGHWA ADVANCED MATERIAL GROUP CO.,LTD.",20150529
603027,-,千禾味业,千禾味业,"Qianhe Condiment and Food Co., Ltd",20160307
603028,-,赛福天,赛福天,"Jiangsu Safety Wire Rope Co., Ltd.",20160331
603029,-,天鹅股份,天鹅股份,"Shandong Swan Cotton Industrial Machinery Stock Co., Ltd.",20160427
603030,-,全筑股份,全筑股份,"Shanghai Trendzone Holdings Group Co.,Ltd",20150320
603031,-,安孚科技,安孚科技,"ANHUI ANFU BATTERY TECHNOLOGY CO.,LTD.",20160822
603032,-,德新科技,德新科技,"DELIXI NEW ENERGY TECHNOLOGY CO.,LTD",20170105
603033,-,三维股份,三维股份,"Zhejiang Sanwei Rubber Item Co.,Ltd.",20161207
603035,-,常熟汽饰,常熟汽饰,"JIANGSU CHANGSHU AUTOMOTIVE GROUP TRIM CO.,LTD.",20170105
603036,-,如通股份,如通股份,"Jiangsu Rutong Petro-Machinery Co., Ltd.",20161209
603037,-,凯众股份,凯众股份,"Shanghai Carthane Co., Ltd",20170120
603038,-,华立股份,华立股份,"Dongguan Huali industries Co., Ltd.",20170116
603039,-,ST泛微,ST泛微,"SHANGHAI WEAVER NETWORK CO., LTD.",20170113
603040,-,新坐标,新坐标,"Hangzhou XZB Tech Co.,Ltd",20170209
603041,-,美思德,美思德,"Jiangsu Maysta Chemical Co., Ltd",20170330
603042,-,华脉科技,华脉科技,"Nanjing Huamai Technology Co., Ltd.",20170602
603043,-,广州酒家,广州酒家,Guangzhou Restaurant Group Company Limited,20170627
603045,-,福达合金,福达合金,"Fuda Alloy Materials Co.,Ltd",20180517
603048,-,浙江黎明,浙江黎明,"ZHEJIANG LIMING INTELLIGENT MANUFACTURING CO.,LTD.",20211116
603050,-,科林电气,科林电气,"ShiJiaZhuang Kelin Electric Co., Ltd.",20170414
603051,-,鹿山新材,鹿山新材,"GUANGZHOU LUSHAN NEW MATERIALS CO., LTD.",20220325
603052,-,可川科技,可川科技,"SUZHOU K-HIRAGAWA ELECTRONIC TECHNOLOGY CO., LTD.",20221011
603053,-,成都燃气,成都燃气,Chengdu Gas Group Corporation Ltd.,20191217
603055,-,台华新材,台华新材,"Zhejiang Taihua New Material Co., Ltd",20170921
603056,-,德邦股份,德邦股份,"Deppon Logistics Co.,Ltd.",20180116
603057,-,紫燕食品,上海紫燕食品,"SHANGHAI ZIYAN FOOD CO., LTD.",20220926
603058,-,永吉股份,永吉股份,"GuiZhou YongJi Printing CO.,LTD",20161223
603059,-,倍加洁,倍加洁,"Perfect Group Corp.,Ltd",20180302
603060,-,国检集团,国检集团,"CHINA TESTING & CERTIFICATION INTERNATIONAL GROUP CO.,LTD.",20161109
603061,-,N金海通,N金海通股份,"JHT DESIGN CO.,LTD.",20230303
603063,-,禾望电气,禾望电气,"Shenzhen Hopewind Electric Co.,Ltd.",20170728
603066,-,音飞储存,音飞储存,"Nanjing Inform Storage Equipment (Group) Co., Ltd.",20150611
603067,-,振华股份,振华股份,"Hubei Zhenhua Chemical Co.,Ltd",20160913
603068,-,博通集成,博通集成,Beken Corporation,20190415
603069,-,海汽集团,海汽集团,"Hainan Haiqi Transportation Group Co.,Ltd.",20160712
603070,-,万控智造,万控智造,"WECOME INTELLIGENT MANUFACTURING CO.,LTD.",20220310
603071,-,物产环能,物产环能,"ZJMI ENVIRONMENTAL ENERGY CO.,LTD.",20211216
603076,-,乐惠国际,乐惠国际,"Ningbo Lehui International Engineering Equipment Co.,Ltd",20171113
603077,-,和邦生物,和邦生物,"Sichuanhebang Biotechnology Co.,Ltd.",20120731
603078,-,江化微,江化微,"Jiangyin Jianghua Micro-electronic Materials Co., Ltd",20170410
603079,-,圣达生物,圣达生物,"Zhejiang Shengda Bio-Pharm Co.,Ltd.",20170823
603080,-,新疆火炬,新疆火炬,"Xinjiang Torch Gas Co.,Ltd",20180103
603081,-,大丰实业,大丰实业,"Zhejiang Dafeng Industry Co., Ltd",20170420
603083,-,剑桥科技,剑桥科技,"Cig Shanghai Co., Ltd.",20171110
603085,-,天成自控,天成自控,"Zhejiang Tiancheng Controls Co.,Ltd",20150630
603086,-,先达股份,先达股份,"Shandong Cynda Chemical Co.,Ltd",20170511
603087,-,甘李药业,甘李药业,Gan & Lee Pharmaceuticals.,20200629
603088,-,宁波精达,宁波精达,"JDM JingDa Machine(Ningbo) Co.,Ltd",20141111
603089,-,正裕工业,正裕工业,"ADD Industry (Zhejiang) Co., Ltd",20170126
603090,-,宏盛股份,宏盛股份,"Wuxi Hongsheng Heat Exchanger Manufacturing Co., Ltd.",20160831
603093,-,南华期货,南华期货,"Nanhua Futures Co.,Ltd.",20190830
603095,-,越剑智能,越剑智能,"Zhejiang Yuejian Intelligent Equipment Co.,Ltd.",20200415
603096,-,新经典,新经典,Thinkingdom Media Group Ltd.,20170425
603097,-,江苏华辰,江苏华辰,"JIANGSU HUACHEN TRANSFORMER CO.,LTD.",20220512
603098,-,森特股份,森特股份,"Center International Group Co.,Ltd.",20161216
603099,-,长白山,长白山,"Changbai Mountain Tourism Co.,Ltd",20140822
603100,-,川仪股份,川仪股份,"Chongqing Chuanyi Automation Co.,Ltd.",20140805
603101,-,汇嘉时代,汇嘉时代,"Xinjiang Wuika Times Department Store Co.,Ltd.",20160506
603102,-,百合股份,百合股份,"WEIHAI BAIHE BIOLOGY TECHNOLOGICAL CO., LTD.",20220125
603103,-,横店影视,横店影视,"Hengdian Entertainment Co., Ltd",20171012
603105,-,芯能科技,芯能科技,"Zhejiang Sunoren Solar Technology Co.,Ltd.",20180709
603106,-,恒银科技,恒银科技,"Cashway Fintech Co.,Ltd.",20170920
603108,-,润达医疗,润达医疗,"Shanghai Runda Medical Technology Co., Ltd.",20150527
603109,-,神驰机电,神驰机电,"Senci Electric Machinery Co.,Ltd.",20191231
603110,-,东方材料,东方材料,"New East New Materials Co.,Ltd",20171013
603111,-,康尼机电,康尼机电,"Nanjing Kangni Mechanical & Electrical Co.,Ltd",20140801
603112,-,华翔股份,华翔股份,"SHANXI HUAXIANG GROUP CO., LTD",20200917
603113,-,金能科技,金能科技,"Jinneng Science&Technology Co.,Ltd",20170511
603115,-,海星股份,海星股份,"Nantong Haixing Electronics Co., Ltd.",20190809
603116,-,红蜻蜓,红蜻蜓,"Zhejiang Red Dragonfly Footwear Co.,Ltd.",20150629
603117,-,ST万林,ST万林,"Jiangsu Wanlin Modern Logistics Co., Ltd.",20150629
603118,-,共进股份,共进股份,"Shenzhen Gongjin Electronics Co., Ltd.",20150225
603121,-,华培动力,华培动力,"Shanghai Sinotec Co., Ltd.",20190111
603122,-,合富中国,合富中国,"COWEALTH MEDICAL CHINA CO.,LTD.",20220216
603123,-,翠微股份,翠微股份,"Beijing Cuiwei Tower Co., Ltd.",20120503
603126,-,中材节能,中材节能,Sinoma Energy Conservation Ltd.,20140731
603127,-,昭衍新药,昭衍新药,"Joinn Laboratories (China) Co.,Ltd.",20170825
603128,-,华贸物流,华贸物流,CTS International Logistics Corporation Limited,20120529
603129,-,春风动力,春风动力,"Zhejiang Cfmoto Power Co.,Ltd",20170818
603130,-,云中马,云中马股份,"ZHEJIANG YUNZHONGMA CO., LTD",20221118
603131,-,上海沪工,上海沪工,"Shanghai Hugong Electric Group Co.,Ltd.",20160607
603132,-,金徽股份,金徽股份,"JINHUI MINING CO.,LTD.",20220222
603133,-,碳元科技,碳元科技,"Tanyuan Technology Co., Ltd.",20170320
603136,-,天目湖,天目湖,"Jiangsu Tianmu Lake Tourism Co.,Ltd.",20170927
603138,-,海量数据,海量数据,"Beijing Vastdata Technology Co., Ltd.",20170306
603139,-,康惠制药,康惠制药,"Shaanxi Kanghui Pharmaceutical Co., Ltd.",20170421
603150,-,万朗磁塑,万朗磁塑,"ANHUI HIGASKET PLASTICS  CO.,LTD.",20220124
603151,-,邦基科技,邦基科技股份,"SHANDONG TEAMGENE TECHNOLOGY CO., LTD.",20221019
603155,-,新亚强,新亚强,"Xinyaqiang Silicon Chemistry Co.,Ltd",20200901
603156,-,养元饮品,养元饮品,"Hebei Yangyuan Zhihui Beverage Co., Ltd.",20180212
603158,-,腾龙股份,腾龙股份,"Changzhou Tenglong Auto Parts Co.,Ltd.",20150320
603159,-,上海亚虹,上海亚虹,"Shanghai Yahong Moulding Co.,Ltd",20160812
603160,-,汇顶科技,汇顶科技,"Shenzhen Goodix Technology Co., Ltd.",20161017
603161,-,科华控股,科华控股,"Kehua Holdings Co.,Ltd",20180105
603163,-,圣晖集成,圣晖系统集成集团,"ACTER TECHNOLOGY INTEGRATION GROUP CO., LTD.",20221013
603165,-,荣晟环保,荣晟环保,"Zhejiang Rongsheng Environmental Protectionpaper Joint Stock Co., Ltd.",20170117
603166,-,福达股份,福达股份,"Guilin Fuda Co.,Ltd.",20141127
603167,-,渤海轮渡,渤海轮渡,"Bohai Ferry Group Co., Ltd.",20120906
603168,-,莎普爱思,莎普爱思,"Zhejiang Shapuaisi Pharmaceutical Co., Ltd.",20140702
603169,-,兰石重装,兰石重装,"Lanzhou LS Heavy Equipment Co., Ltd",20141009
603170,-,宝立食品,宝立食品科技,"SHANGHAI BOLEX FOOD TECHNOLOGY CO., LTD.",20220715
603171,-,税友股份,税友股份,"Servyou Software Group Co., Ltd.",20210630
603173,-,福斯达,福斯达深冷,"HANGZHOU FORTUNE GAS CRYOGENIC GROUP CO., LTD.",20230130
603176,-,汇通集团,汇通集团,"HUITONG CONSTRUCTION GROUP CO.,LTD.",20211231
603177,-,德创环保,德创环保,"Zhejiang Tuna Environmental Science & Technology Co.,Ltd.",20170207
603178,-,圣龙股份,圣龙股份,"Ningbo Shenglong Automotive Powertrain System Co.,Ltd",20170328
603179,-,新泉股份,新泉股份,"Jiangsu Xinquan Automotive Trim Co.,Ltd.",20170317
603180,-,金牌厨柜,金牌厨柜,"GoldenHome Living Co., Ltd.",20170512
603181,-,皇马科技,皇马科技,"Zhejiang Huangma Technology Co.,Ltd",20170824
603182,-,嘉华股份,嘉华生物科技股份,"SHANDONG SINOGLORY HEALTH FOOD CO., LTD.",20220909
603183,-,建研院,建研院,"Suzhou Institute of Building Science Group Co.,Ltd",20170905
603185,-,上机数控,上机数控,"Wuxi Shangji Automation Co.,Ltd.",20181228
603186,-,华正新材,华正新材,"ZHEJIANG WAZAM NEW MATERIALS CO., LTD.",20170103
603187,-,海容冷链,海容冷链,"Qingdao Hiron Commercial Cold Chain Co., Ltd.",20181129
603188,-,亚邦股份,亚邦股份,"Jiangsu Yabang Dyestuff Co.,Ltd",20140909
603189,-,网达软件,网达软件,"Shanghai Wondertek Software Co., Ltd",20160914
603190,-,亚通精工,烟台亚通精工机械,YANTAI YATONG PRECISION MECHANICAL CORPORATION,20230217
603191,-,望变电气,望变电气,"CHONGQING WANGBIAN ELECTRIC (GROUP) CORP.,LTD.",20220428
603192,-,汇得科技,汇得科技,"Shanghai Huide Science & Technology Co.,Ltd",20180828
603195,-,公牛集团,公牛集团,"Gongniu Group Co., Ltd.",20200206
603196,-,日播时尚,日播时尚,"RIBO FASHION GROUP CO., LTD.",20170531
603197,-,保隆科技,保隆科技,Shanghai Baolong Automotive Corporation,20170519
603198,-,迎驾贡酒,迎驾贡酒,"Anhui Ying Jia Distillery Co.,Ltd.",20150528
603199,-,九华旅游,九华旅游,"Anhui Jiuhuashan Tourism Development Co., Ltd.",20150326
603200,-,上海洗霸,上海洗霸,"Shanghai Emperor of Cleaning Hi-Tech Co., Ltd",20170601
603201,-,常润股份,常润股份,"CHANGSHU TONGRUN AUTO ACCESSORY CO., LTD.",20220729
603203,-,快克智能,快克智能,"Quick Intelligent Equipment Co.,Ltd.",20161108
603206,-,嘉环科技,嘉环科技,"BESTLINK TECHNOLOGIES CO.,LTD.",20220506
603208,-,江山欧派,江山欧派,"Jiangshan Oupai Door Industry Co., Ltd",20170210
603209,-,兴通股份,兴通股份,"XINGTONG SHIPPING CO., LTD.",20220324
603211,-,晋拓股份,晋拓科技股份,"JINTUO TECHNOLOGY CO.,LTD",20220725
603212,-,赛伍技术,赛伍技术,Cybrid Technologies Inc.,20200430
603213,-,镇洋发展,镇洋发展,"ZHEJIANG OCEANKING DEVELOPMENT CO., LTD.",20211111
603214,-,爱婴室,爱婴室,"Shanghai Aiyingshi Co., Ltd",20180330
603215,-,比依股份,比依股份,"ZHEJIANG BIYI ELECTRIC APPLIANCE CO., LTD.",20220218
603216,-,梦天家居,梦天家居,MENGTIAN HOME GROUP INC.,20211215
603217,-,元利科技,元利科技,"Yuanli Chemical Group Co.,Ltd.",20190620
603218,-,日月股份,日月股份,"Riyue Heavy Industry Co,Ltd",20161228
603219,-,富佳股份,富佳股份,"NINGBO FUJIA INDUSTRIAL CO., LTD.",20211122
603220,-,中贝通信,中贝通信,"China Bester Group Telecom Co.,Ltd.",20181115
603221,-,爱丽家居,爱丽家居,"Elegant Home-Tech Co., Ltd.",20200323
603222,-,济民医疗,济民医疗,"Chimin Health Management Co., Ltd.",20150217
603223,-,恒通股份,恒通股份,"Hengtong Logistics Co.,Ltd.",20150630
603225,-,新凤鸣,新凤鸣,"Xinfengming Group Co.,Ltd",20170418
603226,-,菲林格尔,菲林格尔,"Vohringer Home Technology Co., Ltd.",20170615
603227,-,雪峰科技,雪峰科技,"Xinjiang Xuefeng Sci-Tech (Group) Co.,Ltd",20150515
603228,-,景旺电子,景旺电子,"Shenzhen Kinwong Electronic Co.,Ltd.",20170106
603229,-,奥翔药业,奥翔药业,"Zhejiang Ausun Pharmaceutical Co., Ltd.",20170509
603230,-,内蒙新华,内蒙新华,"INNER MONGOLIA XINHUA DISTRIBUTION GROUP CO.,LTD.",20211224
603232,-,格尔软件,格尔软件,"Koal Software Co., Ltd",20170421
603233,-,大参林,大参林,"DaShenLin Pharmaceutical Group Co., Ltd.",20170731
603235,-,天新药业,天新药业,"JIANGXI TIANXIN PHARMACEUTICAL CO., LTD.",20220712
603236,-,移远通信,移远通信,"Quectel Wireless Solutions Co.,Ltd",20190716
603237,-,五芳斋,五芳斋实业,"ZHEJIANG WUFANGZHAI INDUSTRY CO., LTD.",20220831
603238,-,诺邦股份,诺邦股份,"HangZhou Nbond Nonwovens Co., Ltd.",20170222
603239,-,浙江仙通,浙江仙通,"Zhejiang Xiantong Rubber&Plastic Co.,Ltd",20161230
603255,-,鼎际得,鼎际得股份,"LIAONING DINGJIDE PETROCHEMICAL CO., LTD.",20220818
603256,-,宏和科技,宏和科技,"Grace Fabric Technology Co.,Ltd.",20190719
603258,-,电魂网络,电魂网络,"Hangzhou Electronic Soul Network Technology Co.,Ltd",20161026
603259,-,药明康德,药明康德,"Wuxi Apptec Co.,Ltd.",20180508
603260,-,合盛硅业,合盛硅业,"Hoshine Silicon Industry Co.,Ltd.",20171030
603261,-,立航科技,立航科技,"CHENGDU LIHANG TECHNOLOGY CO.,LTD.",20220315
603266,-,天龙股份,天龙股份,"Ningbo Tianlong Electronics Co., Ltd.",20170110
603267,-,鸿远电子,鸿远电子,"Beijing Yuanliu Hongyuan Electronic Technology Co., Ltd.",20190515
603268,-,松发股份,松发股份,"Guangdong Songfa Ceramics Co., Ltd.",20150319
603269,-,海鸥股份,海鸥股份,"Jiangsu Seagull Cooling Tower Co.,Ltd.",20170517
603272,-,联翔股份,联翔股份,"ZHEJIANG LIANXIANG SMART HOME CO., LTD",20220520
603277,-,银都股份,银都股份,"Yindu Kitchen Equipment Co.,Ltd",20170911
603278,-,大业股份,大业股份,"Shandong Daye Co.,Ltd.",20171113
603279,-,景津装备,景津装备,JINGJIN EQUIPMENT INC.,20190729
603280,-,南方路机,南方路面机械,"FUJIAN SOUTH HIGHWAY MACHINERY CO., LTD.",20221108
603281,-,江瀚新材,江瀚新材,"HUBEI JIANGHAN NEW MATERIALS CO., LTD.",20230131
603283,-,赛腾股份,赛腾股份,"Suzhou Secote Precision Electronic Co., Ltd",20171225
603286,-,日盈电子,日盈电子,"Jiangsu Riying Electronics Co., Ltd.",20170627
603288,-,海天味业,海天味业,Foshan Haitian Flavouring and Food Company Ltd.,20140211
603289,-,泰瑞机器,泰瑞机器,"Tederic Machinery Co., Ltd",20171031
603290,-,斯达半导,斯达半导,Starpower Semiconductor Ltd.,20200204
603297,-,永新光学,永新光学,"NINGBO YONG XIN OPTICS CO., LTD",20180910
603298,-,杭叉集团,杭叉集团,"Hangcha Group Co.,Ltd.",20161227
603299,-,苏盐井神,苏盐井神,"Jiang Su Suyan Jingshen Co.,Ltd",20151231
603300,-,华铁应急,华铁应急,"Zhejiang Huatie Emergency Equipment Science & Technology Co.,Ltd.",20150529
603301,-,振德医疗,振德医疗,"Zhende Medical Co., Ltd.",20180412
603303,-,得邦照明,得邦照明,"Hengdian Group Tospo Lighting Co.,Ltd.",20170330
603305,-,旭升集团,旭升集团,"NINGBO XUSHENG GROUP CO., LTD.",20170710
603306,-,华懋科技,华懋科技,"HMT(XIAMEN) NEW TECHNICAL MATERIALS CO.,LTD.",20140926
603307,-,扬州金泉,扬州金泉,"YANGZHOU JINQUAN TRAVELLING GOODS CO., LTD.",20230216
603308,-,应流股份,应流股份,"Anhui Yingliu Electromechanical Co.,Ltd.",20140122
603309,-,维力医疗,维力医疗,"Well Lead Medical Co., Ltd.",20150302
603311,-,金海高科,金海高科,"Zhejiang Goldensea Hi-Tech Co., Ltd",20150518
603313,-,梦百合,梦百合,"Healthcare Co., Ltd",20161013
603315,-,福鞍股份,福鞍股份,"Liaoning Fu-An Heavy Industry Co.,Ltd",20150424
603316,-,诚邦股份,诚邦股份,"Chengbang EcoEnvironment Co.,Ltd.",20170619
603317,-,天味食品,天味食品,"Sichuan Teway Food Group Co.,Ltd",20190416
603318,-,水发燃气,水发燃气,"Shuifa Energas Gas Co., Ltd.",20150424
603319,-,湘油泵,湘油泵,"Hunan Oil Pump Co., Ltd.",20161130
603320,-,迪贝电气,迪贝电气,"Zhejiang Dibay Electric Co.,Ltd.",20170502
603321,-,梅轮电梯,梅轮电梯,"Zhejiang Meilun Elevator Co.,Ltd",20170915
603322,-,超讯通信,超讯通信,"Super Telecom Co.,Ltd",20160728
603323,-,苏农银行,苏农银行,"Jiangsu Suzhou Rural Commercial Bank Co.,Ltd",20161129
603324,-,盛剑环境,盛剑环境,"Shanghai Sheng Jian Environment Technology Co., Ltd.",20210407
603326,-,我乐家居,我乐家居,"Nanjing Olo Home Furnishing Co.,Ltd.",20170616
603327,-,福蓉科技,福蓉科技,"Sichuan Furong Technology Co., Ltd.",20190523
603328,-,依顿电子,依顿电子,"Guangdong Ellington Electronics Technology Co.,Ltd.",20140701
603329,-,上海雅仕,上海雅仕,"Shanghai Ace Investment&Development Co., Ltd.",20171229
603330,-,天洋新材,天洋新材,"SHANGHAI TIANYANG HOT MELT ADHESIVES CO.,LTD",20170213
603331,-,百达精工,百达精工,Zhejiang Baida Precision Manufacturing Corp.,20170705
603332,-,苏州龙杰,苏州龙杰,"Suzhou Longjie Special Fiber Co.,Ltd.",20190117
603333,-,尚纬股份,尚纬股份,"Sunway Co., Ltd.",20120507
603335,-,迪生力,迪生力,Guangdong Dcenti Auto-Parts Stock Limited Company,20170620
603336,-,宏辉果蔬,宏辉果蔬,"Great-Sun Foods Co.,Ltd.",20161124
603337,-,杰克股份,杰克股份,"JACK TECHNOLOGY CO., LTD",20170119
603338,-,浙江鼎力,浙江鼎力,"Zhejiang Dingli Machinery Co.,Ltd.",20150325
603339,-,四方科技,四方科技,"Square Technology Group Co., Ltd",20160519
603345,-,安井食品,安井食品,"ANJOY FOODS GROUP CO.,LTD.",20170222
603348,-,文灿股份,文灿股份,"Wencan Group Co.,Ltd.",20180426
603351,-,威尔药业,威尔药业,"Nanjing Well Pharmaceutical Group Co.,Ltd.",20190130
603353,-,和顺石油,和顺石油,"Hunan Heshun Petroleum Co.,Ltd.",20200407
603355,-,莱克电气,莱克电气,"Kingclean Electric Co.,Ltd",20150513
603356,-,华菱精工,华菱精工,"Xuancheng Valin Precision Technology Co.,Ltd.",20180124
603357,-,设计总院,设计总院,"Anhui Transport Consulting & Design Institute Co.,Ltd.",20170801
603358,-,华达科技,华达科技,"Huada Automotive Technology Corp.,Ltd",20170125
603359,-,东珠生态,东珠生态,"Dongzhu Ecological Environment Protection Co.,Ltd",20170901
603360,-,百傲化学,百傲化学,Dalian BIO-CHEM Company Limited,20170206
603363,-,傲农生物,傲农生物,Fujian Aonong Biological Technology Group Incorporation Limited,20170926
603365,-,水星家纺,水星家纺,"Shanghai Shuixing Home Textile Co., Ltd",20171120
603366,-,日出东方,日出东方,"Solareast Holdings Co., Ltd.",20120521
603367,-,辰欣药业,辰欣药业,"Cisen Pharmaceutical Co.,Ltd.",20170929
603368,-,柳药集团,柳药集团,"GUANGXI LIUYAO GROUP CO., LTD",20141204
603369,-,今世缘,今世缘,"Jiangsu King's Luck Brewery Joint-Stock Co., Ltd.",20140703
603377,-,东方时尚,东方时尚,"Eastern Pioneer Driving School Co., Ltd.",20160205
603378,-,亚士创能,亚士创能,"Asia Cuanon Technology (ShangHai) Co.,Ltd.",20170928
603379,-,三美股份,三美股份,"Zhejiang SANMEI Chemical Industry Co., Ltd.",20190402
603380,-,易德龙,易德龙,"Suzhou Etron Technologies Co.,Ltd",20170622
603383,-,顶点软件,顶点软件,"Fujian Apex Software Co.,Ltd",20170522
603385,-,惠达卫浴,惠达卫浴,"Huida Sanitary Ware Co., Ltd",20170405
603386,-,骏亚科技,骏亚科技,"Guangdong Champion Asia Electronics Co.,Ltd.",20170912
603387,-,基蛋生物,基蛋生物,"Getein Biotech, Inc",20170717
603388,-,元成股份,元成股份,"Yuancheng Environment Co., Ltd.",20170324
603389,-,亚振家居,亚振家居,"A-Zenith Home Furnishings Co.,Ltd.",20161215
603390,-,通达电气,通达电气,"Guangzhou Tongda Auto Electric Co., Ltd.",20191125
603392,-,万泰生物,万泰生物,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.",20200429
603393,-,新天然气,新天然气,"Xinjiang Xintai Natural Gas Co.,Ltd.",20160912
603396,-,金辰股份,金辰股份,"Yingkou Jinchen Machinery Co., Ltd.",20171018
603398,-,沐邦高科,沐邦高科,"MUBANG HIGH-TECH CO., LTD.",20151209
603399,-,吉翔股份,吉翔股份,"Jinzhou Jixiang Molybdenum Co.,Ltd.",20120824
603408,-,建霖家居,建霖家居,Runner(Xiamen) Corp.,20200730
603416,-,信捷电气,信捷电气,"Wuxi Xinje Electric Co.,Ltd.",20161221
603421,-,鼎信通讯,鼎信通讯,Qingdao Topscomm Communication Inc.,20161011
603429,-,集友股份,集友股份,"Anhui Genuine New Materials Co.,Ltd.",20170124
